product_id,product_name,category,subcategory,cost_price
63,Kitchen Catch,Home,Kitchen,333.61
64,Outdoor Carry,Toys,Outdoor,121.5
65,Decor Owner,Home,Decor,399.82
66,Decor Model,Home,Decor,124.25
67,Computers Moment,Electronics,Computers,326.2
68,Women Relate,Clothing,Women,212.6
69,Fiction Weight,Books,Fiction,385.24
70,Decor Light,Home,Decor,375.95
71,Nonfiction Partner,Books,Nonfiction,34.95
72,Education Listen,Books,Education,336.41
73,Fiction Idea,Books,Fiction,58.03
74,Wearables Gun,Electronics,Wearables,114.98
75,Decor Into,Home,Decor,427.38
76,Decor Tree,Home,Decor,11.02
77,Kitchen West,Home,Kitchen,126.84
78,Nonfiction Hope,Books,Nonfiction,235.41
79,Wearables Sell,Electronics,Wearables,181.95
80,Women Hold,Clothing,Women,280.07
81,Education Financial,Books,Education,333.69
82,Audio Lot,Electronics,Audio,323.68
83,Decor Science,Home,Decor,27.85
84,Wearables Congress,Electronics,Wearables,202.44
85,Audio Commercial,Electronics,Audio,269.49
86,Fiction Responsibility,Books,Fiction,22.26
87,Fiction Statement,Books,Fiction,143.74
88,Learning Health,Toys,Learning,240.44
89,Computers Lead,Electronics,Computers,182.91
90,Audio Send,Electronics,Audio,111.04
91,Audio Magazine,Electronics,Audio,232.71
92,Audio Cell,Electronics,Audio,7.5
93,Men Bed,Clothing,Men,142.66
94,Fiction Nature,Books,Fiction,434.03
95,Nonfiction Light,Books,Nonfiction,84.34
96,Action Nation,Toys,Action,41.36
97,Women Quite,Clothing,Women,232.48
98,Audio Treatment,Electronics,Audio,388.71
99,Nonfiction Moment,Books,Nonfiction,227.0
100,Kids Traditional,Clothing,Kids,80.45
101,Outdoor Age,Toys,Outdoor,89.67
102,Fiction Audience,Books,Fiction,445.51
103,Wearables Which,Electronics,Wearables,168.67
104,Audio Carry,Electronics,Audio,387.75
105,Outdoor Thought,Toys,Outdoor,222.58
106,Wearables Hot,Electronics,Wearables,371.56
107,Furniture Stock,Home,Furniture,144.76
108,Nonfiction Artist,Books,Nonfiction,107.27
109,Kitchen You,Home,Kitchen,189.63
110,Action Clear,Toys,Action,367.02
111,Learning Throughout,Toys,Learning,249.23
112,Audio Pattern,Electronics,Audio,207.56
113,Women Perform,Clothing,Women,367.39
114,Nonfiction Dark,Books,Nonfiction,235.03
115,Kids Support,Clothing,Kids,277.23
116,Men Size,Clothing,Men,402.46
117,Kids Set,Clothing,Kids,73.68
118,Men Decide,Clothing,Men,65.54
119,Kids Understand,Clothing,Kids,212.85
120,Wearables Front,Electronics,Wearables,287.01
121,Kitchen Book,Home,Kitchen,395.28
122,Wearables Letter,Electronics,Wearables,266.64
123,Learning Meet,Toys,Learning,58.61
124,Action Hundred,Toys,Action,108.83
125,Women Not,Clothing,Women,175.92
126,Decor Like,Home,Decor,425.86
127,Education Feel,Books,Education,362.82
128,Nonfiction Him,Books,Nonfiction,291.12
129,Men Same,Clothing,Men,266.72
130,Audio Then,Electronics,Audio,158.73
131,Computers If,Electronics,Computers,99.91
132,Education Girl,Books,Education,272.63
133,Kitchen The,Home,Kitchen,61.28
134,Furniture Prove,Home,Furniture,387.61
135,Audio Someone,Electronics,Audio,424.73
136,Kitchen Agree,Home,Kitchen,362.5
137,Fiction Apply,Books,Fiction,325.08
138,Wearables Because,Electronics,Wearables,394.79
139,Fiction Newspaper,Books,Fiction,60.15
140,Kitchen Happy,Home,Kitchen,167.83
141,Nonfiction Daughter,Books,Nonfiction,20.73
142,Outdoor Partner,Toys,Outdoor,247.69
143,Computers Media,Electronics,Computers,53.2
144,Audio How,Electronics,Audio,284.22
145,Audio Politics,Electronics,Audio,5.78
146,Computers Sing,Electronics,Computers,5.83
147,Audio Policy,Electronics,Audio,404.06
148,Outdoor Open,Toys,Outdoor,56.98
149,Action Behind,Toys,Action,257.49
150,Action Share,Toys,Action,446.03
151,Education Sign,Books,Education,372.63
152,Kitchen Budget,Home,Kitchen,407.46
153,Men Out,Clothing,Men,101.16
154,Outdoor Become,Toys,Outdoor,96.12
155,Learning Program,Toys,Learning,25.51
156,Computers Attack,Electronics,Computers,81.26
157,Education Scientist,Books,Education,132.66
158,Women Country,Clothing,Women,124.68
159,Wearables Make,Electronics,Wearables,278.3
160,Nonfiction Phone,Books,Nonfiction,286.54
161,Nonfiction Perform,Books,Nonfiction,414.63
162,Fiction Democratic,Books,Fiction,106.26
163,Wearables Benefit,Electronics,Wearables,14.42
164,Learning Production,Toys,Learning,206.75
165,Learning Grow,Toys,Learning,314.7
166,Men Eat,Clothing,Men,417.29
167,Action Big,Toys,Action,380.67
168,Fiction Sport,Books,Fiction,272.13
169,Furniture Candidate,Home,Furniture,373.79
170,Kitchen Difficult,Home,Kitchen,209.51
171,Computers Amount,Electronics,Computers,113.65
172,Women House,Clothing,Women,306.67
173,Computers Thought,Electronics,Computers,229.2
174,Nonfiction Manage,Books,Nonfiction,248.07
175,Education Boy,Books,Education,24.79
176,Kids Marriage,Clothing,Kids,363.65
177,Wearables None,Electronics,Wearables,399.16
178,Education Join,Books,Education,328.07
179,Learning Hold,Toys,Learning,351.39
180,Outdoor Quickly,Toys,Outdoor,186.39
181,Audio Should,Electronics,Audio,231.7
182,Men Sell,Clothing,Men,384.5
183,Audio Information,Electronics,Audio,362.48
184,Action Building,Toys,Action,237.0
185,Kitchen Anyone,Home,Kitchen,234.83
186,Wearables Area,Electronics,Wearables,439.13
187,Women Imagine,Clothing,Women,101.7
188,Nonfiction Laugh,Books,Nonfiction,420.91
189,Nonfiction Crime,Books,Nonfiction,284.48
190,Computers Who,Electronics,Computers,406.78
191,Education Similar,Books,Education,132.5
192,Kitchen Decide,Home,Kitchen,343.04
193,Furniture Energy,Home,Furniture,356.53
194,Nonfiction Third,Books,Nonfiction,81.66
195,Outdoor Fear,Toys,Outdoor,359.95
196,Men Former,Clothing,Men,318.95
197,Learning Group,Toys,Learning,74.92
198,Women Bar,Clothing,Women,102.91
199,Men Term,Clothing,Men,256.6
200,Fiction Cultural,Books,Fiction,17.24
201,Kids Reveal,Clothing,Kids,280.85
202,Kids Local,Clothing,Kids,223.46
203,Women Spring,Clothing,Women,147.93
204,Outdoor Coach,Toys,Outdoor,48.4
205,Fiction Answer,Books,Fiction,71.95
206,Wearables Dark,Electronics,Wearables,325.11
207,Kitchen Agreement,Home,Kitchen,36.47
208,Furniture Usually,Home,Furniture,341.15
209,Fiction Catch,Books,Fiction,259.85
210,Decor Enjoy,Home,Decor,151.45
211,Audio Century,Electronics,Audio,124.45
212,Learning Glass,Toys,Learning,57.06
213,Audio Standard,Electronics,Audio,110.96
214,Furniture Maybe,Home,Furniture,17.95
215,Women Anyone,Clothing,Women,407.06
216,Learning National,Toys,Learning,351.36
217,Learning Top,Toys,Learning,36.32
218,Wearables Wife,Electronics,Wearables,409.25
219,Decor Little,Home,Decor,132.14
220,Furniture Teacher,Home,Furniture,168.12
221,Furniture Feeling,Home,Furniture,302.81
222,Outdoor Admit,Toys,Outdoor,342.05
223,Wearables Market,Electronics,Wearables,134.38
224,Wearables Enough,Electronics,Wearables,377.41
225,Wearables Admit,Electronics,Wearables,282.67
226,Computers Light,Electronics,Computers,152.37
227,Computers Old,Electronics,Computers,221.12
228,Men Seem,Clothing,Men,292.36
229,Education May,Books,Education,447.55
230,Education Course,Books,Education,425.98
231,Women Myself,Clothing,Women,123.16
232,Action Card,Toys,Action,123.85
233,Outdoor Two,Toys,Outdoor,167.6
234,Furniture Option,Home,Furniture,349.27
235,Kitchen Surface,Home,Kitchen,148.8
236,Fiction From,Books,Fiction,362.69
237,Education Throughout,Books,Education,17.89
238,Furniture Local,Home,Furniture,357.43
239,Computers Character,Electronics,Computers,132.55
240,Education Describe,Books,Education,281.5
241,Wearables Peace,Electronics,Wearables,98.03
242,Computers Military,Electronics,Computers,410.41
243,Kitchen Determine,Home,Kitchen,223.88
244,Nonfiction Eat,Books,Nonfiction,91.55
245,Outdoor Beautiful,Toys,Outdoor,295.59
246,Wearables Church,Electronics,Wearables,387.28
247,Kitchen Away,Home,Kitchen,372.67
248,Kids Physical,Clothing,Kids,117.52
249,Education Individual,Books,Education,193.34
250,Men Worker,Clothing,Men,88.84
251,Outdoor After,Toys,Outdoor,165.74
252,Decor Ball,Home,Decor,343.09
253,Action Daughter,Toys,Action,416.72
254,Furniture Experience,Home,Furniture,55.28
255,Fiction Actually,Books,Fiction,129.31
256,Nonfiction Father,Books,Nonfiction,80.89
257,Men Watch,Clothing,Men,376.81
258,Learning Heart,Toys,Learning,370.74
259,Audio Might,Electronics,Audio,401.37
260,Education Into,Books,Education,202.58
