item_id,order_id,product_id,quantity,unit_price,discount_percent
462,580,4,-2,470.4,20.89
463,78,105,3,403.28,30.64
464,555,75,2,625.57,1.57
465,573,93,2,166.83,9.89
466,379,77,2,203.23,1.56
467,341,220,2,302.54,30.23
468,286,95,5,107.33,4.08
469,399,29,6,602.14,1.63
470,242,133,1,98.45,19.14
471,403,19,6,308.71,13.23
472,382,223,2,228.02,39.58
473,259,104,1,633.22,23.46
474,249,76,-1,15.18,6.38
475,421,177,4,762.49,34.04
476,210,226,2,293.06,33.06
477,557,128,1,585.12,21.49
478,205,118,4,96.35,33.76
479,306,77,1,141.42,29.89
480,371,98,1,845.96,1.1
481,437,44,2,374.5,22.07
482,213,194,5,154.07,29.56
483,59,172,1,388.05,26.58
484,326,158,2,218.34,16.65
485,498,190,4,756.0,27.48
486,390,123,5,99.39,37.42
487,108,56,-1,573.9,14.02
488,155,40,4,231.38,38.86
489,342,23,6,477.73,16.07
490,350,231,1,166.09,4.45
491,477,95,3,179.56,27.2
492,61,203,1,165.89,23.23
493,64,88,6,356.53,35.37
494,335,186,6,835.37,11.37
495,219,220,1,298.03,10.06
496,277,200,1,23.6,25.29
497,535,70,5,448.24,32.68
498,270,217,-1,46.31,38.11
499,122,188,4,852.43,7.71
500,602,88,1,334.0,36.36
501,572,240,4,606.17,18.38
502,265,19,1,360.98,21.68
503,88,126,6,690.6,31.72
504,456,232,1,157.56,8.11
505,462,235,4,195.5,39.2
506,359,178,3,682.28,7.82
507,443,57,1,460.12,22.12
508,82,121,6,594.1,38.09
509,223,137,3,522.89,36.86
510,300,163,3,29.57,15.68
511,538,55,5,564.68,9.26
512,180,66,1,186.64,32.65
513,231,95,1,105.71,21.67
514,98,22,3,57.92,6.37
515,11,1,1,222.06,31.64
516,82,254,5,105.61,9.77
517,91,92,1,15.35,2.44
518,281,221,3,485.74,35.14
519,36,156,5,103.61,31.14
520,131,233,3,368.7,29.97
521,24,107,3,230.31,21.69
522,410,259,6,735.19,39.7
523,525,64,3,238.21,13.61
524,293,117,5,151.63,14.94
525,151,210,3,325.36,26.11
526,427,44,2,279.69,35.59
527,142,22,5,41.04,27.72
528,277,229,5,669.44,39.42
529,368,143,5,109.18,24.05
530,527,2,2,536.72,33.84
531,221,130,6,273.34,39.54
532,8,90,1,139.27,14.82
533,93,179,4,512.1,25.44
534,343,38,3,351.27,26.9
535,104,65,3,542.14,1.88
536,565,167,6,809.87,14.09
537,31,10,4,144.21,26.82
538,9,100,1,166.49,8.59
539,370,24,5,466.88,37.75
540,236,80,1,429.38,23.62
541,340,4,4,475.31,27.82
542,609,260,2,326.29,33.44
543,215,107,3,294.82,3.3
544,527,130,2,306.26,5.64
545,55,132,6,468.22,12.79
546,583,139,6,71.43,1.16
547,513,162,5,176.29,30.62
548,230,226,1,201.35,20.36
549,62,32,5,234.36,39.63
550,143,216,5,600.59,4.12
551,122,251,5,327.91,15.22
552,188,141,3,40.44,17.91
553,300,176,5,758.59,28.05
554,155,240,1,345.2,10.35
555,108,210,5,281.91,29.68
556,433,228,3,404.56,4.04
557,192,21,6,965.39,4.37
558,577,5,6,284.57,27.55
559,18,129,4,475.43,31.55
560,281,134,2,710.66,25.81
561,214,256,-2,107.37,4.5
562,179,70,3,457.39,22.47
563,194,21,6,757.32,38.94
564,352,152,4,672.5,28.48
565,23,79,5,276.08,25.43
566,520,171,1,219.19,9.3
567,400,213,2,179.36,16.86
568,231,245,3,498.0,12.41
569,522,164,3,398.78,39.62
570,280,173,1,496.46,39.17
571,537,133,1,85.27,14.2
572,461,101,3,126.0,19.18
573,512,236,3,749.99,2.21
574,455,66,2,170.71,15.86
575,369,143,2,71.59,10.94
576,46,74,1,128.84,3.37
577,236,121,1,603.99,18.07
578,174,210,1,235.56,31.71
579,73,250,5,158.47,22.45
580,360,157,3,222.91,32.13
581,17,56,2,462.01,33.87
582,340,244,3,122.5,28.36
583,205,36,5,143.27,0.09
584,554,234,3,718.18,2.91
585,550,221,4,409.78,14.81
586,407,28,5,197.63,26.66
587,481,110,1,799.81,38.36
588,330,107,6,317.71,30.79
589,401,112,1,307.09,16.7
590,196,233,2,223.77,6.48
591,584,205,3,121.99,25.53
592,418,58,2,507.99,8.87
593,280,92,1,8.87,2.02
594,56,24,4,457.45,31.18
595,419,243,5,250.54,33.84
596,534,108,-3,203.8,28.21
597,499,90,6,145.36,10.87
598,223,161,1,589.85,27.89
599,611,254,5,101.44,30.4
600,198,14,5,383.92,31.87
601,316,200,2,25.3,1.2
602,515,255,2,166.6,35.3
603,608,242,2,562.54,27.55
604,42,98,2,546.63,23.88
605,249,168,-1,532.59,34.14
606,536,98,1,442.1,23.21
607,426,90,-4,148.04,6.98
608,157,9,6,152.08,1.24
609,487,63,4,610.53,39.93
610,121,195,2,464.27,18.75
611,489,93,1,233.43,29.03
612,118,81,5,527.43,28.59
613,320,185,2,317.77,2.09
614,36,199,1,518.27,38.83
615,372,19,1,375.04,21.03
616,379,183,4,756.26,10.06
617,63,128,6,377.39,9.67
618,256,29,2,520.78,35.51
619,108,255,2,279.78,8.17
620,54,252,5,700.19,13.51
621,210,253,6,831.11,35.11
622,578,253,3,863.02,29.44
623,416,200,4,23.98,5.19
624,567,87,1,289.68,10.31
625,251,230,2,863.85,23.3
626,522,203,1,224.3,36.05
627,121,29,5,504.49,20.35
628,328,63,1,665.0,3.46
629,94,25,4,532.03,28.57
630,555,166,3,737.31,18.7
631,540,125,2,345.4,25.43
632,100,184,2,502.23,37.25
633,248,143,3,68.39,6.45
634,516,147,2,654.64,35.65
635,549,126,3,754.66,39.84
636,616,164,2,394.43,33.58
637,559,242,4,686.76,21.54
638,149,157,5,271.65,12.41
639,121,75,3,871.53,19.48
640,229,4,2,532.79,17.09
641,152,222,1,642.19,36.96
642,199,40,6,225.21,35.67
643,156,104,5,779.13,3.96
644,35,39,1,374.69,2.22
645,420,102,1,966.48,30.45
646,187,73,6,89.38,30.73
647,388,230,6,826.01,12.83
648,11,109,3,349.79,24.48
649,466,122,1,563.02,6.21
650,137,89,2,314.26,4.99
651,210,252,5,454.66,37.03
652,520,222,1,650.63,12.77
653,361,60,5,156.63,5.58
654,69,61,6,535.7,10.82
655,496,95,5,97.52,3.83
656,570,217,2,74.31,25.21
657,211,180,4,340.9,15.86
658,603,188,5,636.97,34.76
659,580,94,6,663.97,32.24
660,408,36,3,98.31,1.12
661,462,16,6,79.46,12.48
662,605,258,3,442.22,19.9
663,422,249,1,342.65,0.72
664,563,1,6,236.11,19.61
665,285,105,4,253.43,22.05
666,189,70,3,690.42,32.05
667,182,228,3,444.58,38.87
668,272,206,5,372.24,37.9
669,425,155,5,50.7,22.72
670,430,233,5,225.83,28.36
671,509,220,4,245.39,3.4
672,303,210,5,259.33,36.52
673,358,130,4,221.17,30.11
674,61,164,1,367.5,17.96
675,150,48,2,474.35,28.0
676,139,220,1,189.5,19.23
677,267,221,3,419.13,37.52
678,177,92,4,11.11,9.26
679,476,6,1,14.94,30.2
680,472,145,4,11.75,17.88
681,230,211,5,228.56,2.51
682,183,182,6,672.23,22.29
683,629,39,2,274.1,34.83
684,579,191,3,207.1,4.33
685,476,140,4,229.27,34.59
686,124,247,2,494.22,33.51
687,441,166,2,647.82,28.32
688,452,100,2,150.1,16.95
689,452,10,1,160.83,24.34
690,611,128,5,484.89,34.96
691,463,140,2,316.46,26.3
692,375,241,6,195.91,26.66
693,137,120,6,582.98,7.89
694,403,221,-2,585.02,34.03
695,525,119,2,278.35,30.77
696,406,21,1,815.55,3.18
697,410,260,3,287.44,27.21
698,372,54,1,758.73,32.91
699,221,103,5,300.37,19.07
700,580,145,1,9.59,3.03
701,256,48,4,643.5,29.98
702,311,192,2,423.49,30.68
703,491,243,6,469.5,11.75
704,272,82,3,525.79,17.11
705,188,97,2,344.53,32.2
706,332,230,6,536.8,29.08
707,177,51,5,651.72,0.32
708,276,102,1,787.04,29.47
709,229,154,4,149.17,2.43
710,44,109,3,237.73,24.01
711,303,41,4,237.85,34.83
712,594,121,4,814.41,14.6
713,85,43,1,83.83,22.66
714,137,197,2,121.67,10.6
715,419,154,5,196.3,5.46
716,68,179,6,466.56,32.52
717,262,68,1,315.49,7.7
718,222,36,3,80.8,11.02
719,82,149,6,369.64,30.71
720,55,209,6,442.72,36.55
721,237,154,6,142.03,37.95
722,7,92,1,13.99,37.16
723,615,34,5,367.37,35.07
724,270,226,-3,275.85,36.99
725,279,29,5,341.03,35.41
726,394,96,6,47.48,34.31
727,358,236,1,579.98,33.71
728,141,140,2,258.57,8.54
729,582,1,6,173.2,38.04
730,128,117,4,94.49,18.02
731,363,214,2,30.48,5.47
732,459,104,3,805.23,24.25
733,259,216,1,569.05,2.75
734,302,185,3,366.89,25.4
735,205,213,4,206.16,26.84
736,287,153,3,146.78,15.22
737,379,35,3,124.66,9.93
738,256,42,6,57.12,11.21
739,483,206,2,712.8,18.5
740,485,131,3,210.26,7.48
741,388,23,5,397.03,16.61
742,508,38,6,424.47,14.52
743,229,198,3,191.64,35.35
744,375,158,4,205.7,33.44
745,462,257,2,427.82,29.1
746,429,191,5,194.04,10.03
747,381,48,2,377.32,11.51
748,203,40,2,222.21,27.33
749,155,54,4,482.22,17.45
750,615,241,5,181.26,23.67
751,496,248,3,212.47,29.79
752,320,133,2,71.37,25.38
753,442,163,2,29.63,28.3
754,556,4,6,548.46,0.25
755,60,149,2,430.69,24.01
756,204,123,3,97.51,24.78
757,153,188,1,865.27,29.3
758,98,56,4,350.86,6.07
759,422,136,4,633.07,1.43
760,260,256,4,116.46,36.43
761,359,171,2,177.51,36.5
762,355,254,6,63.66,13.49
763,108,258,4,733.71,33.42
764,198,141,4,44.39,11.43
765,640,60,3,162.45,8.59
766,347,132,3,392.58,23.51
767,449,146,3,6.68,25.09
768,1,212,4,109.27,16.47
769,278,212,6,84.7,36.49
770,529,231,6,154.97,19.89
771,269,68,3,324.06,6.84
772,8,242,1,844.61,2.42
773,481,187,4,149.73,5.55
774,401,58,3,516.18,12.3
775,316,91,5,321.23,35.63
776,237,1,5,155.41,21.72
777,476,90,3,230.25,11.44
778,513,46,3,903.73,10.46
779,195,210,1,278.16,31.54
780,18,96,5,56.17,35.28
781,150,194,2,159.78,24.97
782,396,155,2,34.14,30.7
783,452,82,3,480.31,7.28
784,521,240,4,525.65,29.62
785,245,259,5,734.3,21.28
786,348,21,-4,824.44,25.94
787,211,160,4,342.85,2.16
788,524,113,-3,725.94,17.79
789,200,128,6,378.4,32.68
790,596,6,4,21.18,25.53
791,156,182,3,690.61,28.1
792,323,105,6,448.29,28.73
793,181,159,5,400.86,26.55
794,60,205,6,117.19,17.96
795,432,125,2,249.37,5.54
796,536,1,6,142.96,27.66
797,270,163,5,18.61,8.09
798,103,55,6,634.0,35.3
799,461,175,5,29.34,39.89
800,215,230,5,696.67,34.45
801,494,75,1,735.5,9.32
802,339,218,2,465.89,1.5
803,104,197,1,100.47,6.63
804,273,254,4,120.68,37.37
805,441,81,4,576.97,32.86
806,470,85,4,338.8,4.97
807,396,131,2,172.62,31.7
808,261,71,5,72.25,0.11
809,383,8,5,466.19,37.91
810,149,185,1,492.89,8.81
811,224,112,5,301.37,23.18
812,501,241,5,112.14,18.59
813,550,140,6,232.26,19.3
814,157,139,2,97.65,17.91
815,521,175,3,28.04,24.29
816,106,172,5,534.77,36.58
817,530,32,3,335.61,20.03
818,267,190,2,520.5,32.71
819,593,37,2,739.96,14.1
820,593,233,2,260.9,35.0
821,497,53,4,347.38,13.48
822,506,85,2,519.66,38.45
823,404,32,2,346.94,14.24
824,325,65,6,813.91,25.66
825,131,85,1,331.3,11.99
826,200,211,-3,155.76,10.58
827,245,99,4,282.93,16.4
828,451,136,5,654.48,19.89
829,463,49,1,350.58,11.96
830,367,5,5,404.27,31.68
831,353,18,6,615.27,6.32
832,580,43,6,93.39,24.07
833,561,175,2,36.05,29.03
834,239,4,6,377.85,21.59
835,265,127,5,406.25,13.76
836,142,72,5,485.57,34.74
837,596,152,5,607.06,8.11
838,349,211,6,191.96,20.67
839,395,228,6,563.85,38.2
840,473,110,3,524.65,9.34
841,93,33,3,124.02,36.92
842,127,71,4,59.23,34.38
843,430,43,4,53.81,17.15
844,541,83,1,40.97,8.27
845,505,148,3,122.66,17.71
846,322,184,2,371.03,23.7
847,381,97,1,484.51,21.72
848,511,43,1,94.5,36.85
849,501,104,6,581.41,34.46
850,609,20,5,335.45,27.75
851,7,47,4,668.93,26.76
852,173,107,1,231.81,34.07
853,406,202,1,348.63,23.64
854,95,57,1,643.3,22.08
855,145,199,5,346.11,9.94
856,468,206,4,622.94,35.88
857,69,100,4,128.33,23.45
858,592,51,6,557.95,28.58
859,212,81,5,676.92,7.97
860,84,212,6,101.01,28.66
861,209,116,4,448.69,20.26
862,18,102,1,569.38,15.62
863,264,15,2,87.77,15.63
864,238,121,2,687.8,18.51
865,480,124,3,186.3,39.95
866,248,192,5,714.67,15.33
867,59,66,3,207.93,24.8
868,451,39,-1,367.46,10.73
869,514,226,3,230.9,3.14
870,490,111,5,372.01,12.27
