order_id,customer_id,order_date,status,region_code
71,129,2026-01-16 06:38:26,SHIPPED,LATAM
72,388,27-02-2026 03:11:49,SHIPPED,LATAM
73,450,2025-12-25 03:28:40,DELIVERED,EU
74,289,2026-08-05 10:02:45,DELIVERED,US-E
75,470,2025-02-17 02:54:44,DELIVERED,US-E
76,399,2025-07-23 22:13:24,PLACED,EU
77,98,2026-05-02 10:28:54,PLACED,LATAM
78,241,2026-05-19 18:31:08,SHIPPED,US-E
79,327,2026-07-05 00:43:34,DELIVERED,EU
80,382,2026-02-24 12:41:17,PLACED,LATAM
81,479,2025-06-05 19:14:26,DELIVERED,EU
82,206,2025-08-22 22:48:57,DELIVERED,US-W
83,430,2026-06-16 20:53:51,SHIPPED,US-E
84,509,2025-11-30 10:16:39,SHIPPED,EU
85,440,2025-07-09 15:16:46,SHIPPED,APAC
86,426,2026-01-27 01:47:59,PLACED,US-W
87,180,2026-01-10 10:18:46,CANCELLED,APAC
88,214,2026-02-10 13:51:05,DELIVERED,APAC
89,493,10-08-2025 16:01:18,SHIPPED,APAC
90,73,2026-01-17 23:01:24,SHIPPED,US-W
91,286,2026-03-19 12:59:34,PLACED,LATAM
92,483,2026-06-20 00:58:11,CANCELLED,APAC
93,385,2025-10-08 17:05:39,PLACED,EU
94,11,24-07-2025 23:35:28,SHIPPED,LATAM
95,31,2025-02-23 07:40:26,DELIVERED,APAC
96,354,2025-08-27 19:49:50,RETURNED,EU
97,,2025-06-18 18:23:11,CANCELLED,EU
98,,2026-02-13 02:55:36,PLACED,APAC
99,447,2026-02-11 19:23:24,SHIPPED,APAC
100,357,2025-05-29 00:56:19,DELIVERED,US-W
101,49,2025-03-13 11:44:07,CANCELLED,APAC
102,241,2026-05-06 16:26:40,PLACED,LATAM
103,500,2026-06-15 23:20:22,DELIVERED,APAC
104,138,2025-06-28 23:54:04,DELIVERED,EU
105,118,2025-05-24 09:24:31,DELIVERED,US-W
106,518,2026-01-03 19:36:03,PLACED,EU
107,135,2025-09-07 17:20:57,DELIVERED,EU
108,131,2025-04-24 17:21:56,RETURNED,EU
109,264,2025-02-14 05:50:43,DELIVERED,US-W
110,449,2025-07-09 01:11:55,PLACED,US-E
111,92,2026-07-18 07:48:24,PLACED,US-W
112,198,2025-10-21 12:37:06,DELIVERED,APAC
113,103,2025-04-18 16:41:51,RETURNED,US-E
114,17,2026-02-27 07:15:02,PLACED,US-E
115,191,2026-07-12 23:45:09,SHIPPED,EU
116,34,2025-03-19 18:51:10,PLACED,LATAM
117,465,2025-10-04 02:32:06,SHIPPED,EU
118,,2025-07-14 09:10:08,PLACED,US-W
119,,08-11-2025 01:15:23,RETURNED,US-E
120,211,09-11-2025 18:58:09,SHIPPED,EU
121,512,2025-12-05 17:38:34,SHIPPED,US-E
122,509,2026-03-04 05:45:52,PLACED,LATAM
123,177,09-08-2025 12:35:47,PLACED,US-E
124,70,2026-03-13 23:40:14,SHIPPED,US-W
125,320,2025-05-21 00:38:39,PLACED,APAC
126,17,19-02-2025 15:46:57,PLACED,US-E
127,52,2026-04-06 10:38:47,SHIPPED,APAC
128,11,2025-02-17 17:58:29,RETURNED,LATAM
129,240,2025-04-04 12:47:58,SHIPPED,EU
130,22,2026-06-12 17:29:08,DELIVERED,US-W
131,420,2025-04-11 07:57:54,SHIPPED,US-E
132,436,2026-07-31 10:01:57,PLACED,LATAM
133,103,2026-07-05 13:53:34,DELIVERED,APAC
134,178,30-05-2025 00:08:05,PLACED,EU
135,519,2025-11-21 11:59:23,PLACED,US-E
136,385,2025-03-11 22:47:19,DELIVERED,US-E
137,143,2025-02-12 22:25:00,PLACED,US-W
138,302,2026-01-12 10:05:31,PLACED,EU
139,126,2025-11-11 23:07:19,PLACED,US-E
140,484,2025-08-19 02:03:41,PLACED,US-W
141,250,2026-07-20 14:49:05,DELIVERED,APAC
142,408,2025-02-28 14:25:09,DELIVERED,EU
143,348,2026-04-19 03:10:36,RETURNED,US-W
144,116,2025-05-18 01:26:45,SHIPPED,US-E
145,335,2026-03-29 16:09:02,PLACED,EU
146,473,2025-02-13 09:21:47,CANCELLED,US-W
147,190,2026-03-13 09:31:19,RETURNED,US-W
148,404,2026-03-04 13:19:13,PLACED,EU
149,262,2025-12-05 18:17:29,DELIVERED,APAC
150,194,2025-09-25 01:16:04,PLACED,LATAM
151,310,2025-05-23 10:30:25,RETURNED,EU
152,,2025-05-15 08:38:47,CANCELLED,LATAM
153,26,24-04-2025 07:25:03,PLACED,LATAM
154,131,18-11-2025 14:09:32,CANCELLED,US-W
155,,2025-06-02 13:30:44,DELIVERED,LATAM
156,239,2025-12-14 09:43:38,DELIVERED,US-W
157,399,2025-08-11 12:10:20,PLACED,US-E
158,410,2026-08-04 01:05:52,PLACED,US-E
159,472,2025-10-08 20:38:16,PLACED,US-E
160,486,2025-06-19 20:41:00,PLACED,US-E
161,338,2025-08-13 14:52:42,RETURNED,US-W
162,99,01-05-2025 11:37:43,CANCELLED,EU
163,45,2026-04-13 05:38:28,PLACED,US-W
164,117,2025-03-26 08:08:36,PLACED,LATAM
165,101,15-12-2025 04:47:54,SHIPPED,APAC
166,480,2026-05-08 01:02:35,SHIPPED,EU
167,291,2026-04-05 20:09:11,DELIVERED,EU
168,252,2025-09-07 12:44:24,DELIVERED,US-W
169,32,24-03-2025 16:20:11,DELIVERED,US-E
170,275,10-02-2026 14:25:31,DELIVERED,LATAM
171,338,2025-08-06 04:05:25,SHIPPED,APAC
172,121,2026-02-28 15:39:06,DELIVERED,LATAM
173,389,2025-09-08 11:37:55,CANCELLED,APAC
174,499,2025-05-26 02:06:42,SHIPPED,US-W
175,282,2025-03-08 03:48:28,PLACED,US-E
176,42,2025-12-13 01:34:56,SHIPPED,US-E
177,328,2025-04-22 03:27:41,SHIPPED,EU
178,48,2026-01-13 17:40:26,PLACED,LATAM
179,220,2025-12-31 02:00:34,PLACED,US-E
180,458,2025-12-31 22:14:48,PLACED,APAC
181,278,2026-02-04 23:33:55,PLACED,US-W
182,221,2026-07-19 11:19:07,SHIPPED,APAC
183,78,23-11-2025 15:30:00,DELIVERED,US-W
184,103,2025-06-29 08:51:10,CANCELLED,LATAM
185,349,2026-07-31 12:02:29,SHIPPED,LATAM
186,243,2025-11-20 13:16:16,CANCELLED,EU
187,298,2026-04-21 00:39:49,PLACED,APAC
188,345,2025-03-07 22:40:06,DELIVERED,APAC
189,214,02-01-2026 08:46:27,PLACED,US-W
190,388,2025-04-22 20:16:49,PLACED,US-E
191,92,2026-02-28 03:23:30,PLACED,US-E
192,437,2026-07-03 00:29:34,DELIVERED,APAC
193,407,2025-12-15 10:35:51,PLACED,APAC
194,339,2025-09-05 03:10:36,DELIVERED,US-E
195,137,2025-04-04 00:21:21,SHIPPED,EU
196,213,2025-04-16 13:34:11,PLACED,APAC
197,38,2025-10-18 21:13:06,PLACED,APAC
198,394,2026-02-11 05:57:37,PLACED,US-W
199,321,2026-02-21 10:48:34,PLACED,US-W
200,173,2025-11-26 17:41:56,PLACED,LATAM
201,381,2025-08-04 09:51:35,PLACED,US-E
202,341,2026-07-29 06:57:56,DELIVERED,LATAM
203,201,2025-04-24 00:31:28,PLACED,APAC
204,220,2025-05-05 22:26:37,DELIVERED,US-W
205,455,2025-11-16 18:06:06,RETURNED,US-E
206,358,2025-11-08 01:03:07,PLACED,APAC
207,93,2026-07-08 19:03:41,PLACED,APAC
208,288,2025-04-24 21:21:35,PLACED,LATAM
209,326,2025-06-02 18:11:36,SHIPPED,EU
210,430,2025-11-27 19:16:46,RETURNED,EU
211,288,2025-06-08 08:07:46,SHIPPED,LATAM
212,148,2026-05-25 14:16:48,DELIVERED,LATAM
213,423,2025-08-29 13:40:15,PLACED,LATAM
214,391,2025-12-20 21:14:41,DELIVERED,EU
215,468,2025-10-20 15:49:50,DELIVERED,US-E
216,317,2025-08-08 01:48:33,PLACED,LATAM
217,411,2025-07-31 23:35:02,SHIPPED,LATAM
218,52,2026-04-03 19:12:22,PLACED,US-E
219,361,2026-06-19 20:26:49,SHIPPED,EU
220,125,2026-02-21 07:32:50,DELIVERED,US-W
221,439,2026-05-23 13:24:30,PLACED,APAC
222,108,01-11-2025 16:43:46,SHIPPED,US-E
223,278,2025-05-20 12:21:06,PLACED,EU
224,,2025-05-16 05:01:53,PLACED,US-E
225,,2026-04-28 01:29:15,PLACED,LATAM
226,50,2025-02-16 16:59:01,DELIVERED,EU
227,396,09-02-2026 08:14:09,CANCELLED,US-W
228,396,2026-01-18 12:50:37,SHIPPED,LATAM
229,111,2026-02-18 01:42:17,PLACED,US-E
230,99,2026-02-08 12:08:00,PLACED,US-W
231,311,2025-05-17 18:03:44,DELIVERED,US-W
232,481,2026-04-15 17:35:20,PLACED,EU
233,344,2026-03-11 12:40:07,PLACED,US-W
234,41,2025-08-26 01:37:17,SHIPPED,LATAM
235,78,2025-06-06 00:08:07,PLACED,US-W
236,348,2025-03-24 05:29:56,CANCELLED,LATAM
237,265,2025-12-11 15:24:55,DELIVERED,US-W
238,410,2025-06-18 20:19:09,DELIVERED,APAC
239,266,2025-03-09 10:52:31,DELIVERED,LATAM
240,383,2025-10-26 23:04:02,DELIVERED,US-W
241,478,2025-08-18 09:51:41,DELIVERED,US-W
242,350,2025-08-22 02:40:06,PLACED,EU
243,334,2025-10-27 17:04:32,DELIVERED,APAC
244,314,2025-09-02 12:28:22,DELIVERED,US-W
245,512,2026-01-25 19:45:10,PLACED,US-W
246,473,2025-05-01 20:04:34,SHIPPED,LATAM
247,171,2026-07-22 12:39:03,CANCELLED,EU
248,395,07-04-2025 12:49:34,PLACED,US-W
249,265,2025-05-13 22:20:25,CANCELLED,APAC
250,186,2026-06-18 19:55:25,DELIVERED,US-W
251,,2025-04-05 13:33:54,DELIVERED,LATAM
252,185,2025-06-19 22:44:21,SHIPPED,APAC
253,234,2025-11-08 22:30:46,PLACED,US-W
254,178,2026-01-18 03:08:51,PLACED,US-E
255,268,2025-08-12 05:05:11,DELIVERED,US-E
256,403,2025-11-26 03:44:05,DELIVERED,LATAM
257,37,2025-02-13 07:25:02,DELIVERED,EU
258,491,18-01-2026 20:39:32,SHIPPED,EU
259,21,2026-07-29 03:21:35,RETURNED,LATAM
260,347,2025-07-13 13:26:49,SHIPPED,LATAM
261,148,2025-11-05 11:58:40,PLACED,US-E
262,,2025-09-28 17:07:45,DELIVERED,LATAM
263,365,2025-07-02 13:01:57,RETURNED,APAC
264,432,2025-04-17 19:27:05,SHIPPED,US-W
265,354,01-06-2025 06:10:30,CANCELLED,US-E
266,180,2025-02-13 21:38:45,PLACED,US-W
267,310,25-03-2026 15:02:35,SHIPPED,US-E
268,173,2025-03-14 23:08:03,DELIVERED,APAC
269,174,11-04-2026 19:36:54,PLACED,APAC
270,436,2025-07-15 18:18:35,PLACED,US-W
271,283,2025-07-19 06:31:13,DELIVERED,US-W
272,189,2025-08-09 16:04:25,SHIPPED,APAC
273,88,2025-05-20 09:59:33,DELIVERED,US-E
274,265,2025-08-07 02:38:14,CANCELLED,EU
275,,2025-03-28 01:38:20,DELIVERED,APAC
276,31,2026-06-07 13:19:56,CANCELLED,US-E
277,166,2025-11-28 19:14:28,CANCELLED,EU
278,431,2026-02-13 02:02:12,PLACED,EU
279,269,2025-03-07 17:00:05,SHIPPED,US-W
280,177,07-02-2026 08:27:35,RETURNED,EU
281,112,2026-06-25 17:58:31,PLACED,US-E
282,304,2025-09-11 01:08:58,DELIVERED,EU
283,193,2025-08-30 17:35:58,SHIPPED,US-E
284,166,2025-03-12 20:12:51,CANCELLED,US-E
285,308,2025-04-21 23:55:16,SHIPPED,US-W
286,179,2026-04-03 08:10:28,PLACED,US-E
287,,2026-02-12 17:05:42,PLACED,US-E
288,446,2026-04-04 12:11:18,SHIPPED,US-E
289,196,2025-10-12 09:37:01,PLACED,LATAM
290,279,2026-05-09 16:11:32,PLACED,LATAM
291,257,2026-02-27 12:39:58,SHIPPED,US-E
292,29,2025-02-24 13:50:31,SHIPPED,APAC
293,,16-06-2025 10:37:57,PLACED,US-E
294,439,2026-08-03 10:11:50,PLACED,EU
295,303,2026-05-20 09:39:31,DELIVERED,APAC
296,93,2026-07-05 22:38:07,DELIVERED,US-W
297,273,2025-09-10 17:26:11,DELIVERED,EU
298,424,2025-03-17 14:43:17,PLACED,LATAM
299,508,2025-02-24 06:19:30,PLACED,APAC
300,452,2026-06-27 09:02:42,DELIVERED,US-W
301,346,05-06-2026 08:58:05,DELIVERED,US-W
302,225,2025-09-17 09:35:16,PLACED,EU
303,312,2026-05-06 07:21:41,DELIVERED,LATAM
304,102,2025-06-26 21:46:53,SHIPPED,APAC
305,227,06-08-2026 13:28:00,DELIVERED,LATAM
306,209,2025-08-02 11:49:12,DELIVERED,EU
307,,2026-04-10 14:11:02,RETURNED,APAC
308,12,06-06-2026 19:44:49,CANCELLED,US-E
309,1,2026-05-25 21:26:47,PLACED,US-W
310,135,2026-03-09 22:39:47,PLACED,EU
311,73,2026-02-04 08:35:34,CANCELLED,APAC
312,244,2026-01-10 12:28:54,CANCELLED,APAC
313,256,2026-01-29 22:07:08,RETURNED,APAC
314,465,2026-01-07 18:10:54,SHIPPED,EU
315,60,2025-08-04 20:42:08,SHIPPED,US-W
316,317,2025-09-19 17:21:34,SHIPPED,APAC
317,269,2025-03-25 22:29:47,SHIPPED,EU
318,520,2026-01-09 08:46:14,PLACED,APAC
319,448,2025-02-28 22:52:32,SHIPPED,US-E
320,269,2025-04-02 00:20:51,PLACED,US-E
321,226,2025-12-08 15:38:52,DELIVERED,US-W
322,432,2025-09-10 16:27:51,SHIPPED,EU
323,261,2026-04-08 08:23:43,RETURNED,US-E
324,303,2026-02-02 23:19:50,DELIVERED,US-E
325,314,2026-07-06 19:56:18,DELIVERED,APAC
326,,2026-08-01 10:16:39,DELIVERED,US-E
327,484,2025-05-15 18:11:51,PLACED,US-E
328,175,2026-03-15 18:19:43,CANCELLED,US-W
329,317,2026-02-08 02:23:54,RETURNED,US-W
330,436,2026-06-04 20:05:51,SHIPPED,EU
331,203,2025-02-22 16:33:16,DELIVERED,US-E
332,189,2025-03-18 02:23:23,PLACED,LATAM
333,175,2025-11-12 16:55:20,DELIVERED,EU
334,483,2026-05-24 18:05:09,DELIVERED,US-E
335,308,2025-05-29 06:26:33,DELIVERED,US-E
336,36,2025-10-16 20:06:43,PLACED,LATAM
337,350,2026-01-09 01:01:42,DELIVERED,LATAM
338,360,2025-10-29 06:24:13,SHIPPED,US-E
339,154,2026-01-23 10:36:42,DELIVERED,EU
340,246,2025-02-19 17:28:19,DELIVERED,EU
341,118,2026-03-03 15:48:35,DELIVERED,US-E
342,517,2025-11-21 03:04:13,PLACED,US-E
343,228,08-06-2025 12:54:45,DELIVERED,EU
344,485,2026-05-11 04:05:12,DELIVERED,LATAM
345,287,2025-10-21 20:11:30,SHIPPED,LATAM
346,83,2025-09-30 18:11:25,PLACED,LATAM
347,407,2025-05-11 20:13:48,SHIPPED,APAC
348,476,2026-08-07 16:32:27,DELIVERED,EU
349,397,2025-10-23 21:40:26,CANCELLED,US-E
350,265,2025-07-21 04:25:19,DELIVERED,APAC
351,474,2026-06-25 05:50:50,DELIVERED,US-E
352,328,2026-01-26 03:35:51,PLACED,APAC
353,230,2025-08-30 00:53:18,RETURNED,LATAM
354,341,2025-03-31 12:51:41,CANCELLED,US-E
355,139,2026-04-09 11:11:49,PLACED,APAC
356,169,2026-07-03 01:51:43,DELIVERED,EU
357,492,2025-08-15 13:16:32,PLACED,US-E
358,175,2026-02-10 13:48:09,RETURNED,US-W
359,,2025-04-11 05:35:57,RETURNED,US-W
360,158,2025-03-06 17:23:05,SHIPPED,US-W
361,492,2025-06-28 00:42:22,PLACED,EU
362,15,2025-08-15 21:37:16,PLACED,APAC
363,485,2026-05-27 09:03:02,DELIVERED,APAC
364,25,2025-08-09 16:01:10,RETURNED,US-W
365,462,2025-06-29 20:18:59,SHIPPED,LATAM
366,419,2025-02-26 16:40:16,PLACED,EU
367,47,2026-03-01 08:10:10,DELIVERED,US-W
368,472,2025-05-13 09:15:19,PLACED,US-W
369,432,2025-04-28 03:50:11,PLACED,APAC
370,268,2026-01-08 20:36:53,DELIVERED,US-W
371,513,2025-12-08 22:32:43,PLACED,US-W
372,253,2025-08-22 08:55:40,PLACED,US-E
373,233,2026-06-18 06:29:32,DELIVERED,US-W
374,362,2025-08-29 00:08:41,DELIVERED,US-E
375,480,2026-01-31 17:55:34,SHIPPED,APAC
376,486,23-06-2025 17:46:12,SHIPPED,US-E
377,89,2026-01-06 16:34:09,DELIVERED,EU
378,308,2026-01-09 21:59:38,DELIVERED,LATAM
379,303,2025-03-02 01:19:41,PLACED,US-W
380,280,2025-07-15 05:08:28,CANCELLED,APAC
381,184,2026-05-19 20:00:34,PLACED,EU
382,,2025-09-16 16:25:02,RETURNED,EU
383,4,2025-03-01 05:42:05,PLACED,LATAM
384,300,2025-11-29 22:26:51,CANCELLED,APAC
385,94,2025-02-20 08:05:57,SHIPPED,EU
386,25,2026-03-30 19:08:02,SHIPPED,US-W
387,77,2025-02-17 08:47:12,DELIVERED,APAC
388,38,2025-08-21 19:13:58,PLACED,LATAM
389,352,2026-06-19 10:23:46,DELIVERED,APAC
390,266,2026-06-21 16:58:05,SHIPPED,US-E
391,59,2025-03-29 09:24:50,SHIPPED,LATAM
392,445,2026-06-08 17:25:19,DELIVERED,LATAM
393,147,2026-04-30 01:28:43,CANCELLED,APAC
394,356,2025-08-03 08:51:47,PLACED,APAC
395,161,2025-05-21 11:30:34,SHIPPED,EU
396,136,2025-10-11 17:36:43,DELIVERED,EU
397,396,20-03-2026 13:42:21,CANCELLED,LATAM
398,183,2025-05-25 18:12:41,CANCELLED,APAC
399,356,2026-02-28 05:08:18,PLACED,APAC
400,483,2025-10-16 02:20:49,SHIPPED,LATAM
401,230,2026-03-16 16:07:41,DELIVERED,APAC
402,358,2025-04-18 12:28:18,DELIVERED,US-E
403,313,2025-08-22 09:03:07,DELIVERED,US-E
404,247,2026-02-09 02:55:02,DELIVERED,EU
405,233,2026-03-15 08:13:39,PLACED,EU
406,48,2025-08-07 16:43:29,PLACED,LATAM
407,511,2026-06-04 22:38:57,SHIPPED,APAC
408,416,2025-09-24 15:36:51,SHIPPED,EU
409,176,2025-05-29 04:19:12,DELIVERED,APAC
410,137,2025-11-05 19:16:57,SHIPPED,APAC
411,69,2026-06-30 10:34:35,DELIVERED,US-W
412,197,2025-11-30 07:12:00,DELIVERED,EU
413,494,2026-01-25 20:09:30,SHIPPED,EU
414,394,2026-01-14 03:33:36,DELIVERED,US-W
415,358,2025-12-01 07:52:56,SHIPPED,LATAM
416,92,2026-04-29 03:19:14,PLACED,US-W
417,66,2025-11-22 14:05:36,SHIPPED,LATAM
418,,2026-05-31 05:39:50,DELIVERED,US-E
419,479,2025-07-22 18:45:13,SHIPPED,EU
420,408,2026-07-14 19:37:34,PLACED,APAC
421,204,2025-10-31 14:54:52,PLACED,EU
422,191,2025-03-15 11:13:23,DELIVERED,US-W
423,,2026-07-04 06:33:51,SHIPPED,APAC
424,,2025-07-19 17:37:41,PLACED,EU
425,487,2025-11-02 01:25:17,PLACED,LATAM
426,464,2025-03-28 09:45:25,DELIVERED,US-E
427,153,17-12-2025 14:57:48,SHIPPED,US-W
428,278,12-07-2026 11:00:49,CANCELLED,EU
429,376,2026-07-22 04:28:58,SHIPPED,EU
430,510,12-07-2026 09:40:05,SHIPPED,APAC
431,359,2025-04-29 21:18:40,DELIVERED,EU
432,47,2025-02-26 21:57:01,PLACED,LATAM
433,469,2026-06-12 19:57:16,DELIVERED,US-E
434,432,2026-03-14 00:50:31,CANCELLED,EU
435,327,06-05-2026 21:45:45,SHIPPED,EU
436,126,2025-10-12 16:22:56,PLACED,EU
437,423,2026-07-20 22:14:43,SHIPPED,EU
438,487,08-03-2026 01:50:55,DELIVERED,APAC
439,135,27-02-2026 06:07:29,SHIPPED,LATAM
440,508,2026-03-26 21:29:55,PLACED,LATAM
441,504,2025-05-08 14:04:04,DELIVERED,APAC
442,445,2025-04-28 14:37:26,PLACED,LATAM
443,321,2025-10-21 23:15:33,PLACED,US-E
444,146,25-03-2026 03:07:28,DELIVERED,US-E
445,436,2025-11-17 19:57:02,PLACED,US-W
446,338,2025-12-22 00:35:42,DELIVERED,EU
447,,2025-03-12 18:34:59,PLACED,US-E
448,14,13-11-2025 10:31:18,DELIVERED,US-E
449,43,2025-06-23 14:32:34,SHIPPED,EU
450,28,2025-06-03 03:33:40,PLACED,US-W
451,398,2025-11-14 02:21:20,PLACED,EU
452,409,2025-05-23 14:52:58,DELIVERED,EU
453,247,2026-02-05 01:20:46,DELIVERED,APAC
454,280,2026-06-14 08:35:36,SHIPPED,APAC
455,38,2025-03-12 21:17:12,SHIPPED,APAC
456,382,2025-08-27 06:35:09,DELIVERED,EU
457,434,2025-03-06 18:41:24,DELIVERED,EU
458,90,2025-06-06 10:16:28,SHIPPED,APAC
459,100,2025-12-21 03:37:03,DELIVERED,EU
460,152,2026-07-21 20:40:37,SHIPPED,LATAM
461,337,2026-07-05 08:11:08,PLACED,APAC
462,353,2025-08-28 18:15:13,DELIVERED,US-W
463,484,2025-08-26 16:49:20,DELIVERED,US-E
464,264,2026-05-23 04:54:06,SHIPPED,US-W
465,258,2025-10-21 22:39:17,PLACED,US-W
466,126,2025-10-01 02:58:47,PLACED,APAC
467,385,04-05-2025 22:25:43,DELIVERED,EU
468,192,2025-09-28 01:44:21,PLACED,US-W
469,209,2026-08-05 06:43:00,PLACED,US-E
470,388,2026-05-02 16:23:46,PLACED,EU
471,270,2025-11-08 19:59:10,RETURNED,LATAM
472,326,2025-02-11 19:33:42,PLACED,US-E
473,284,26-10-2025 19:36:54,DELIVERED,EU
474,184,2025-08-24 14:47:33,PLACED,LATAM
475,478,2026-05-11 17:04:47,SHIPPED,APAC
476,62,2025-07-24 19:31:17,RETURNED,US-W
477,476,2025-03-21 18:40:51,DELIVERED,LATAM
478,21,19-08-2025 03:37:57,DELIVERED,EU
479,462,06-07-2025 20:36:16,SHIPPED,LATAM
480,311,2025-02-28 11:13:01,PLACED,EU
481,465,2026-06-12 22:27:07,CANCELLED,US-E
482,36,2025-07-08 20:48:17,DELIVERED,US-E
483,510,2026-07-06 08:32:20,PLACED,APAC
484,267,2025-06-09 02:32:08,SHIPPED,US-W
485,292,2026-03-12 06:40:56,SHIPPED,LATAM
486,258,2025-07-18 12:52:05,PLACED,LATAM
487,136,2025-06-24 12:19:45,DELIVERED,US-E
488,331,2026-01-12 13:27:29,PLACED,EU
489,239,2026-07-16 08:31:32,DELIVERED,LATAM
490,358,2025-12-13 00:09:36,SHIPPED,APAC
491,,2026-08-07 06:35:41,DELIVERED,EU
492,214,2026-05-31 12:58:11,PLACED,APAC
493,108,2026-01-21 12:38:32,DELIVERED,LATAM
494,326,2025-11-22 20:50:57,SHIPPED,US-W
495,374,2026-02-04 07:29:39,PLACED,US-E
496,369,2026-05-17 11:26:26,DELIVERED,EU
497,36,2026-03-02 14:55:10,DELIVERED,EU
498,339,2026-06-09 23:32:40,DELIVERED,EU
499,362,12-08-2025 18:47:22,SHIPPED,LATAM
500,56,2026-01-26 03:32:16,PLACED,US-E
501,161,2026-05-19 20:23:27,CANCELLED,US-E
502,407,2026-08-04 06:02:10,SHIPPED,EU
503,512,2025-05-05 08:30:01,SHIPPED,US-W
504,,2025-05-09 07:28:32,PLACED,APAC
505,447,2025-05-24 11:46:43,SHIPPED,EU
506,258,2025-07-23 06:12:00,RETURNED,LATAM
507,402,2025-11-12 18:09:17,SHIPPED,LATAM
508,221,2025-06-07 17:13:38,SHIPPED,APAC
509,,2025-05-14 08:08:54,DELIVERED,EU
510,112,2026-02-20 06:05:33,CANCELLED,US-W
511,242,2025-03-09 11:07:55,PLACED,US-W
512,138,2026-01-12 10:46:13,DELIVERED,APAC
513,402,2025-11-09 03:14:23,SHIPPED,APAC
